"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Locke Cole","UB","U","74030","4.68","15603","5.92","66239","70.5%","54.6%","11412","56.8%","18741","58.0%","30153","57.5%","35235","52.0%","5.5pp"
"Noctis, Prince of Lucis","WUB","R","28145","4.65","4045","6.59","6351","27.2%","47.4%","1090","44.5%","1724","49.9%","2814","47.8%","3497","46.8%","1.0pp"
"Omega, Heartless Evolution","UG","U","82349","5.29","17697","6.69","68352","64.5%","55.1%","11430","53.4%","19089","61.0%","30519","58.2%","37067","52.3%","5.9pp"
"Rinoa Heartilly","WG","U","77011","4.99","13568","6.43","50677","61.8%","54.7%","8499","56.2%","11900","57.2%","20399","56.8%","30060","53.2%","3.6pp"
"Rufus Shinra","WB","U","83444","5.48","12538","7.55","39257","52.3%","54.9%","6781","57.6%","9454","55.4%","16235","56.3%","22770","54.0%","2.3pp"
"Rydia, Summoner of Mist","RG","U","86001","5.90","12068","8.12","29847","41.8%","52.6%","5221","53.7%","7094","53.2%","12315","53.4%","17450","52.0%","1.4pp"
"Serah Farron","WG","R","25770","4.39","3721","6.10","8387","38.6%","49.9%","1419","47.3%","1987","50.1%","3406","48.9%","4927","50.5%","-1.5pp"
"Shantotto, Tactician Magician","UR","U","65742","4.50","18943","4.93","86056","74.6%","56.5%","14933","59.3%","24529","58.7%","39462","58.9%","46079","54.2%","4.7pp"
"Sin, Spira's Punishment","UBG","R","13787","2.54","6606","2.51","33721","85.4%","54.7%","5600","55.7%","9572","61.3%","15172","59.2%","17977","50.9%","8.3pp"
"Squall, SeeD Mercenary","WB","R","13187","2.41","5204","2.45","24666","78.4%","54.8%","4258","57.3%","6049","58.9%","10307","58.3%","14172","52.2%","6.1pp"
"Tellah, Great Sage","UR","R","17139","3.06","5842","3.25","26894","78.1%","53.4%","4433","53.2%","7689","55.2%","12122","54.5%","14643","52.3%","2.2pp"
"Terra, Magical Adept","RG","M","7749","2.84","2310","3.02","7203","53.5%","52.5%","1245","53.2%","1801","54.7%","3046","54.1%","4120","51.4%","2.6pp"
"Tidus, Blitzball Star","WU","U","78803","5.44","11657","7.32","36982","54.1%","52.1%","6401","50.4%","9184","51.4%","15585","51.0%","21334","52.9%","-1.9pp"
"Ultimecia, Time Sorceress","UB","U","76028","4.81","14519","6.36","57652","66.8%","53.2%","9528","51.1%","16436","57.0%","25964","54.8%","30892","51.5%","3.3pp"
"Vivi Ornitier","UR","M","5074","1.90","2637","1.81","12617","79.8%","54.6%","2220","59.5%","3622","57.4%","5842","58.2%","6699","51.1%","7.1pp"
"The Wandering Minstrel","UG","R","26598","4.48","5820","5.44","18064","52.8%","51.7%","3164","50.5%","5111","58.2%","8275","55.3%","9586","48.3%","7.0pp"
"Yuna, Hope of Spira","WG","M","5357","2.04","2514","1.90","10526","69.7%","55.6%","1781","58.0%","2516","62.3%","4297","60.5%","6136","52.0%","8.6pp"
"Zidane, Tantalus Thief","WR","U","82830","5.39","13292","7.14","44868","55.9%","56.2%","7522","55.5%","10482","59.8%","18004","58.0%","26804","54.9%","3.1pp"
"Adventurer's Airship","","C","275477","7.99","33291","11.42","35735","17.8%","53.9%","6197","53.2%","8539","53.0%","14736","53.0%","20802","54.4%","-1.4pp"
"Aettir and Priwen","","M","12036","4.09","1413","6.01","2071","25.2%","47.1%","367","","495","","862","41.6%","1176","51.2%","-9.5pp"
"Blitzball","","C","256089","6.45","33011","9.34","85595","44.0%","51.2%","15585","50.0%","21314","51.6%","36899","50.9%","48088","51.4%","-0.4pp"
"Buster Sword","","M","3236","1.15","2851","1.14","17452","98.8%","56.8%","2999","61.3%","4360","61.3%","7359","61.3%","9750","53.0%","8.3pp"
"Elixir","","U","108842","8.09","11843","11.84","3948","5.6%","47.1%","650","41.1%","1068","49.0%","1718","46.0%","2145","47.8%","-1.8pp"
"Excalibur II","","R","28628","4.75","3037","7.43","3507","19.8%","49.1%","632","45.4%","783","47.1%","1415","46.4%","1964","50.9%","-4.6pp"
"Genji Glove","","R","22130","3.84","2652","5.38","7487","48.3%","51.3%","1241","46.7%","1817","50.6%","3058","49.0%","4322","52.8%","-3.7pp"
"Instant Ramen","","C","273777","7.72","30516","11.25","32725","18.0%","52.4%","6044","50.6%","8090","54.3%","14134","52.7%","17910","51.9%","0.8pp"
"Iron Giant","","C","276519","8.33","25957","12.33","12063","7.8%","48.1%","2023","43.3%","3069","48.6%","5092","46.5%","6897","49.0%","-2.5pp"
"Lion Heart","","U","78837","4.61","12679","6.48","55355","72.2%","54.5%","9433","51.4%","13624","56.4%","23057","54.3%","31521","54.4%","-0.1pp"
"Lunatic Pandora","","C","276153","8.22","28545","11.98","19066","11.2%","49.5%","3529","45.8%","4723","51.0%","8252","48.8%","10397","49.7%","-0.9pp"
"Magic Pot","","C","278472","8.65","29118","12.45","11296","6.5%","48.6%","1943","46.1%","2900","48.7%","4843","47.6%","6377","49.1%","-1.5pp"
"The Masamune","","R","23315","3.93","2996","5.40","6645","38.2%","48.0%","1028","42.1%","1617","44.8%","2645","43.7%","3908","50.8%","-7.0pp"
"Monk's Fist","","C","266979","7.14","38140","10.12","105812","45.7%","55.1%","19451","53.9%","24547","54.4%","43998","54.2%","59793","55.6%","-1.4pp"
"PuPu UFO","","U","95100","5.98","12662","8.55","37211","49.4%","53.5%","6769","54.5%","9757","56.4%","16526","55.6%","20257","51.7%","4.0pp"
"The Regalia","","R","8901","1.58","6121","1.57","36203","97.7%","55.0%","6223","57.2%","9192","57.0%","15415","57.1%","20424","53.3%","3.8pp"
"Relentless X-ATM092","","U","97391","6.15","11066","9.31","25644","39.1%","52.2%","4281","48.0%","6565","54.8%","10846","52.1%","14658","52.0%","0.1pp"
"Ring of the Lucii","","U","99306","6.44","11925","9.48","22300","31.6%","52.4%","3785","50.8%","5829","55.0%","9614","53.3%","12473","51.6%","1.8pp"
"World Map","","C","267758","7.10","33209","10.30","69601","35.3%","51.7%","13130","50.3%","17325","52.0%","30455","51.2%","38414","51.9%","-0.7pp"
"Adventurer's Inn","","C","277242","8.35","29528","12.06","35403","20.0%","53.5%","5789","52.8%","8924","55.8%","14713","54.6%","20492","52.6%","2.0pp"
"Balamb Garden, SeeD Academy","","R","21334","3.39","6908","3.80","32647","78.0%","56.1%","6050","59.1%","7669","57.7%","13719","58.3%","18501","54.5%","3.8pp"
"Baron, Airship Kingdom","","C","177680","6.29","33151","8.63","136336","68.3%","54.8%","24857","56.2%","36200","54.9%","61057","55.4%","74755","54.2%","1.2pp"
"Capital City","","U","92479","5.35","15984","7.65","80646","83.8%","54.6%","14443","53.3%","20455","56.7%","34898","55.3%","45327","54.1%","1.2pp"
"Clive's Hideaway","","R","38724","6.23","4683","9.49","1948","6.9%","46.9%","346","","459","","805","46.0%","1131","47.5%","-1.5pp"
"Crossroads Village","","C","229795","5.08","44633","7.14","246424","91.8%","55.1%","46263","56.0%","60607","54.7%","106870","55.3%","138646","55.0%","0.3pp"
"Eden, Seat of the Sanctum","","U","107422","7.32","14563","10.47","36785","42.2%","54.4%","6148","53.1%","9079","56.1%","15227","54.8%","21291","54.1%","0.8pp"
"Gohn, Town of Ruin","","C","174151","6.06","30893","8.36","136124","73.2%","54.9%","24775","56.0%","31986","54.5%","56761","55.1%","78466","54.7%","0.4pp"
"The Gold Saucer","","U","107195","7.44","11809","11.08","19773","28.1%","52.4%","3371","52.4%","5040","53.5%","8411","53.1%","11258","51.9%","1.2pp"
"Gongaga, Reactor Town","","C","181810","6.65","27677","9.34","90351","54.8%","53.1%","16583","53.9%","20669","52.6%","37252","53.2%","52695","53.1%","0.1pp"
"Guadosalam, Farplane Gateway","","C","176446","6.29","32854","8.54","129645","65.7%","54.4%","23845","55.7%","31383","55.1%","55228","55.4%","73609","53.7%","1.7pp"
"Insomnia, Crown City","","C","182173","6.51","27189","9.31","86704","53.1%","53.5%","15687","54.3%","20589","52.4%","36276","53.2%","50027","53.8%","-0.6pp"
"Ishgard, the Holy See","","R","26613","4.11","4377","5.54","18569","72.3%","53.5%","3367","53.3%","4430","52.8%","7797","53.0%","10719","54.0%","-1.0pp"
"Jidoor, Aristocratic Capital","","R","33371","5.17","4355","7.76","11231","44.1%","50.1%","1984","49.8%","3105","49.1%","5089","49.4%","6077","50.5%","-1.1pp"
"Lindblum, Industrial Regency","","R","25358","3.92","4471","5.16","20295","77.3%","53.4%","3556","51.7%","5132","53.4%","8688","52.7%","11506","53.8%","-1.0pp"
"Midgar, City of Mako","","R","22968","3.53","4864","4.51","24578","84.9%","53.9%","4348","51.8%","6131","54.6%","10479","53.4%","13898","54.3%","-0.9pp"
"Rabanastre, Royal City","","C","184388","6.79","26721","9.70","82372","51.4%","53.8%","15216","54.6%","19205","51.8%","34421","53.1%","47762","54.3%","-1.2pp"
"Sharlayan, Nation of Scholars","","C","181203","6.44","28965","9.15","102162","58.8%","53.5%","18918","54.1%","25380","53.7%","44298","53.9%","57441","53.2%","0.7pp"
"Starting Town","","R","19653","3.00","5126","3.68","28483","94.2%","53.5%","5289","56.2%","6981","53.4%","12270","54.6%","16093","52.6%","2.0pp"
"Treno, Dark City","","C","172102","5.84","33353","8.07","144133","71.8%","54.2%","26338","55.4%","37412","55.5%","63750","55.4%","79560","53.3%","2.2pp"
"Vector, Imperial Capital","","C","178791","6.33","29602","8.85","105158","59.3%","53.6%","19067","54.6%","26427","53.9%","45494","54.2%","59135","53.1%","1.1pp"
"Windurst, Federation Center","","C","181998","6.62","26369","9.41","90267","57.2%","53.8%","16528","54.5%","20820","53.2%","37348","53.8%","52499","53.8%","-0.0pp"
"Zanarkand, Ancient Metropolis","","R","18756","3.00","5616","3.44","28807","85.3%","55.2%","5126","53.1%","7083","57.9%","12209","55.9%","16325","54.7%","1.2pp"
"Adeline, Resplendent Cathar","W","R","1436","1.87","705","1.88","3952","89.1%","57.1%","707","63.2%","975","59.4%","1682","61.0%","2268","54.3%","6.7pp"
"Ranger-Captain of Eos","W","M","2887","3.41","680","3.90","2534","61.3%","58.4%","479","","544","61.4%","1023","61.1%","1504","56.6%","4.5pp"
"Sram, Senior Edificer","W","R","1767","2.43","723","2.52","3856","87.8%","56.8%","677","62.5%","894","57.9%","1571","59.9%","2276","54.6%","5.3pp"
"Counterspell","U","U","25697","4.04","6430","5.04","32571","83.8%","55.9%","5565","56.0%","9257","59.6%","14822","58.2%","17514","53.7%","4.6pp"
"Urza, Lord High Artificer","U","M","1534","2.10","907","2.04","5099","90.1%","57.2%","885","66.2%","1419","64.3%","2304","65.0%","2740","50.4%","14.6pp"
"Venser, Shaper Savant","U","R","2313","2.83","870","3.11","4601","86.8%","55.6%","759","53.4%","1309","60.4%","2068","57.8%","2467","53.5%","4.3pp"
"Bolas's Citadel","B","R","3456","4.44","546","5.87","1422","43.8%","54.8%","261","","373","","634","55.2%","768","54.4%","0.8pp"
"Dark Ritual","B","R","3133","4.06","423","","1104","45.5%","51.5%","185","","285","","470","","624","50.5%",""
"Fatal Push","B","U","16883","2.68","5995","3.06","33133","90.4%","56.6%","5828","58.0%","8683","59.8%","14511","59.1%","18168","54.6%","4.5pp"
"Syr Konrad, the Grim","B","U","17765","2.91","5294","3.37","27855","88.5%","53.8%","4618","51.0%","7237","57.3%","11855","54.8%","15656","53.0%","1.9pp"
"Yawgmoth, Thran Physician","B","M","1553","2.05","859","2.03","4781","89.9%","57.5%","873","61.5%","1267","63.1%","2140","62.5%","2592","53.4%","9.1pp"
"Ancient Copper Dragon","R","M","1798","2.36","485","","2209","77.4%","53.7%","356","","552","53.3%","908","52.6%","1299","54.3%","-1.6pp"
"Godo, Bandit Warlord","R","R","2823","3.52","629","4.00","2184","58.6%","53.3%","358","","550","55.3%","908","55.3%","1275","51.8%","3.4pp"
"Purphoros, God of the Forge","R","M","2090","2.69","472","","1595","57.1%","51.9%","268","","405","","673","50.7%","917","52.7%","-2.0pp"
"Azusa, Lost but Seeking","G","R","3666","4.78","387","","643","28.2%","49.8%","112","","159","","271","","369","",""
"Nyxbloom Ancient","G","M","3753","4.59","361","","448","21.5%","","82","","105","","187","","260","",""
"Jodah, the Unifier","WUBRG","R","4081","5.22","569","7.38","932","27.7%","50.0%","159","","240","","399","","523","44.0%",""
"Tymna the Weaver","WB","R","2906","3.88","521","4.84","1871","60.1%","54.7%","333","","445","","778","58.6%","1087","52.0%","6.6pp"
"Winota, Joiner of Forces","WR","R","2408","3.40","677","3.84","2870","69.1%","58.3%","473","","716","66.8%","1189","66.4%","1685","52.6%","13.7pp"
"Traxos, Scourge of Kroog","","R","2301","3.01","741","3.24","3737","86.1%","52.3%","644","53.1%","914","54.3%","1558","53.8%","2145","51.3%","2.5pp"
"Akroma's Will","W","M","1821","2.43","852","2.36","4705","88.4%","57.3%","787","61.1%","1173","65.9%","1960","64.0%","2732","52.5%","11.5pp"
"Danitha Capashen, Paragon","W","U","17765","3.06","4218","3.55","21745","86.0%","55.4%","3876","56.6%","5074","55.6%","8950","56.0%","12792","54.9%","1.1pp"
"Kenrith, the Returned King","W","R","1283","1.88","683","1.84","3803","90.5%","55.2%","623","56.0%","995","61.7%","1618","59.5%","2155","51.7%","7.8pp"
"Loran of the Third Path","W","R","2176","2.76","640","3.14","3450","88.1%","57.9%","602","56.3%","783","62.7%","1385","59.9%","2050","56.5%","3.4pp"
"Mangara, the Diplomat","W","R","1743","2.38","514","2.55","2556","83.1%","53.8%","438","","615","53.8%","1053","53.2%","1481","54.3%","-1.1pp"
"Stroke of Midnight","W","U","27932","4.63","2587","7.13","8191","54.8%","50.5%","1379","46.0%","1946","50.0%","3325","48.4%","4844","52.1%","-3.7pp"
"Wall of Omens","W","U","30016","4.72","4587","6.41","17653","63.7%","55.2%","3188","57.3%","4335","56.9%","7523","57.1%","10056","53.8%","3.3pp"
"Brainstorm","U","U","31193","5.09","4243","7.49","12181","48.2%","52.9%","2116","50.9%","3260","55.2%","5376","53.5%","6725","52.3%","1.2pp"
"Cryptic Command","U","R","2244","2.83","885","3.10","4676","84.4%","58.3%","821","59.4%","1340","63.8%","2161","62.1%","2430","54.2%","7.9pp"
"Laboratory Maniac","U","U","40897","7.47","5146","10.90","2060","6.7%","50.7%","355","","668","53.9%","1023","50.2%","1021","50.9%","-0.7pp"
"Rhystic Study","U","M","2941","3.93","381","","876","39.0%","45.9%","169","","233","","402","","467","",""
"Teferi, Mage of Zhalfir","U","R","3194","4.14","554","5.35","1542","46.9%","51.6%","256","","422","","678","50.0%","858","52.7%","-2.7pp"
"Deadly Dispute","B","U","28905","4.41","5258","5.96","24856","78.1%","55.1%","4099","54.1%","6280","57.9%","10379","56.4%","14258","54.1%","2.3pp"
"Diabolic Intent","B","R","3760","4.79","377","","649","28.6%","50.8%","101","","156","","257","","389","",""
"Gix, Yawgmoth Praetor","B","M","1629","2.10","748","2.10","3990","86.7%","55.2%","701","58.1%","1004","58.4%","1705","58.2%","2242","52.9%","5.3pp"
"K'rrik, Son of Yawgmoth","B","R","3359","4.36","357","","642","32.1%","45.2%","118","","144","","262","","374","",""
"Varragoth, Bloodsky Sire","B","R","2066","2.58","519","3.03","2715","87.4%","53.8%","461","","716","55.9%","1177","53.4%","1506","54.0%","-0.5pp"
"Captain Lannery Storm","R","U","22759","3.57","4920","4.48","24341","81.7%","55.8%","4380","58.9%","6044","56.7%","10424","57.6%","13829","54.5%","3.1pp"
"Light Up the Stage","R","U","34462","5.63","4772","8.01","15269","53.0%","54.7%","2588","52.7%","3660","56.1%","6248","54.7%","8940","54.6%","0.1pp"
"Lightning Bolt","R","U","15037","2.46","6015","2.68","32918","89.1%","56.4%","5770","57.7%","8397","60.1%","14167","59.1%","18515","54.1%","5.0pp"
"Mizzix's Mastery","R","R","3624","4.55","560","6.13","1395","43.4%","53.5%","245","","399","","644","52.6%","746","54.0%","-1.4pp"
"Najeela, the Blade-Blossom","R","M","2595","3.47","531","4.25","1860","61.0%","52.8%","324","","469","","793","53.0%","1061","52.6%","0.4pp"
"Ragavan, Nimble Pilferer","R","M","1439","1.83","748","1.81","3796","83.6%","56.3%","679","61.4%","947","56.3%","1626","58.4%","2153","54.6%","3.8pp"
"Carpet of Flowers","G","R","4740","6.38","512","9.95","67","2.2%","","7","","17","","24","","43","",""
"Farseek","G","U","29500","4.69","4553","6.31","19630","73.3%","53.6%","3476","53.5%","4692","53.8%","8168","53.7%","11381","53.5%","0.2pp"
"Fynn, the Fangbearer","G","U","28691","4.55","4825","6.19","23305","81.4%","54.3%","4160","55.6%","5658","55.6%","9818","55.6%","13359","53.3%","2.4pp"
"Nature's Claim","G","U","38794","6.82","3985","10.49","4272","18.3%","51.8%","705","47.9%","1064","52.5%","1769","50.7%","2489","52.4%","-1.7pp"
"Primeval Titan","G","R","1375","1.82","747","1.86","3972","88.9%","55.3%","677","56.9%","1018","63.1%","1695","60.6%","2227","51.3%","9.3pp"
"Atraxa, Grand Unifier","WUBG","M","1683","2.21","887","2.04","4430","83.7%","55.8%","730","64.5%","1281","67.5%","2011","66.4%","2328","45.9%","20.5pp"
"Bruse Tarl, Boorish Herder","WR","R","2161","3.11","727","3.19","3334","75.8%","57.4%","559","61.4%","806","62.4%","1365","62.0%","1966","54.2%","7.8pp"
"Dovin's Veto","WU","U","39934","7.24","4370","10.88","2681","10.3%","49.1%","484","","686","50.0%","1170","48.6%","1507","49.4%","-0.8pp"
"Inalla, Archmage Ritualist","UBR","R","4023","5.08","567","7.54","512","15.1%","45.7%","90","","128","","218","","291","",""
"Ishai, Ojutai Dragonspeaker","WU","R","3682","4.74","459","","930","33.9%","47.6%","150","","253","","403","","520","48.8%",""
"Isshin, Two Heavens as One","WBR","R","4018","5.24","450","","278","10.7%","","49","","53","","102","","176","",""
"Kinnan, Bonder Prodigy","UG","M","3818","4.81","633","6.18","1832","48.7%","54.6%","326","","522","52.7%","848","53.7%","977","55.5%","-1.8pp"
"Kraum, Ludevic's Opus","UR","R","2527","3.26","774","3.53","3586","76.3%","54.2%","615","51.7%","986","59.3%","1601","56.4%","1966","52.4%","4.0pp"
"Muldrotha, the Gravetide","UBG","R","2165","2.97","822","3.23","4022","81.3%","53.7%","726","54.7%","1121","60.1%","1847","58.0%","2108","49.4%","8.6pp"
"Thrasios, Triton Hero","UG","M","3372","4.10","732","5.04","2833","65.8%","53.1%","494","","754","55.7%","1248","54.0%","1562","52.4%","1.6pp"
"Vial Smasher the Fierce","BR","M","2116","2.81","679","2.84","3141","78.0%","53.3%","516","53.1%","791","58.9%","1307","56.6%","1798","50.9%","5.7pp"
"Yuriko, the Tiger's Shadow","UB","R","3102","4.01","634","4.95","2032","53.8%","52.1%","360","","579","55.3%","939","53.4%","1073","51.1%","2.3pp"
"Chromatic Lantern","","R","3382","4.03","415","","1263","53.4%","50.0%","237","","326","","563","49.6%","690","50.1%","-0.6pp"
"Smuggler's Copter","","R","1173","1.61","941","1.64","5926","98.6%","59.9%","1075","68.5%","1463","62.5%","2538","65.1%","3153","55.2%","9.9pp"
"Strixhaven Stadium","","U","40867","7.63","4071","11.55","878","3.6%","47.4%","152","","207","","359","","513","47.8%",""
"Command Beacon","","R","5408","7.24","632","10.75","6","0.2%","","2","","0","","2","","4","",""